330169633,20150101,201501,2015,2015.0027,,,,,,,,,,,IDN,INDONESIA,IDN,,,,,,,,1,12,12,1,1,-0.4,8,1,8,0.42918454935622297,0,,,,,,,4,"Juanda, Jawa Timur, Indonesia",ID,ID08,-7.3855,112.764,9179538,4,"Juanda, Jawa Timur, Indonesia",ID,ID08,-7.3855,112.764,9179538,20150101,https://www.mysinchew.com/node/104652
330169634,20150101,201501,2015,2015.0027,,,,,,,,,,,IDN,INDONESIA,IDN,,,,,,,,0,13,13,1,1,0.4,10,1,10,5.49242424242424,0,,,,,,,1,Indonesia,ID,ID,-5.0,120.0,ID,1,Indonesia,ID,ID,-5.0,120.0,ID,20150101,http://www.tax-news.com/news/GCC_States_Must_Diversify_Their_Tax_Bases_Says_IMF____66863.html
330169635,20150101,201501,2015,2015.0027,,,,,,,,,,,IDN,INDONESIAN,IDN,,,,,,,,0,14,14,1,1,0.0,48,1,48,1.3751799486461003,0,,,,,,,4,"Belitung Island, Kepulauan Bangka Belitung, Indonesia",ID,ID35,-2.83333,107.917,-2672751,4,"Belitung Island, Kepulauan Bangka Belitung, Indonesia",ID,ID35,-2.83333,107.917,-2672751,20150101,http://www.firstpost.com/world/airasia-live-searchers-hunt-for-black-box-with-acoustic-equipment-2018971.html
330169636,20150101,201501,2015,2015.0027,,,,,,,,,,,IDN,INDONESIA,IDN,,,,,,,,1,14,14,1,1,0.0,4,1,4,2.94117647058824,0,,,,,,,4,"Jakarta, Jakarta Raya, Indonesia",ID,ID04,-6.17444,106.829,-2679652,4,"Jakarta, Jakarta Raya, Indonesia",ID,ID04,-6.17444,106.829,-2679652,20150101,http://www.gmanetwork.com/news/story/397911/news/world/weather-stalls-search-for-airasia-black-boxes-first-victim-buried
330169638,20150101,201501,2015,2015.0027,,,,,,,,,,,IDN,INDONESIA,IDN,,,,,,,,0,14,14,1,1,0.0,2,1,2,1.45695364238411,0,,,,,,,4,"Pangkalan Bun, Kalimantan Tengah, Indonesia",ID,ID13,-2.6833299999999998,111.617,-2690830,4,"Pangkalan Bun, Kalimantan Tengah, Indonesia",ID,ID13,-2.6833299999999998,111.617,-2690830,20150101,http://www.independent.ie/world-news/asia-pacific/airasia-search-rescuers-identify-passenger-150-still-missing-30875008.html
330169639,20150101,201501,2015,2015.0027,,,,,,,,,,,IDN,INDONESIA,IDN,,,,,,,,1,14,14,1,1,0.0,15,5,15,2.30894804251814,0,,,,,,,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.2491699999999994,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.2491699999999994,112.751,-2698521,20150101,http://www.theadvocate.com.au/story/2793826/airasia-flight-qz8501-first-victim-positively-identified-as-surabaya-teacher/?cs=4169
330169640,20150101,201501,2015,2015.0027,,,,,,,,,,,IDN,INDONESIA,IDN,,,,,,,,1,14,14,1,1,0.0,5,1,5,1.3871374527112201,0,,,,,,,4,"Bali, Jawa Timur, Indonesia",ID,ID08,-7.1046,112.337,10205777,4,"Bali, Jawa Timur, Indonesia",ID,ID08,-7.1046,112.337,10205777,20150101,http://www.nationmultimedia.com/aec/Rough-seas-stop-search-to-find-bodies-black-box-30251083.html
330169641,20150101,201501,2015,2015.0027,,,,,,,,,,,IDN,INDONESIA,IDN,,,,,,,,0,14,14,1,1,0.0,112,23,112,1.81133655516652,0,,,,,,,4,"Desa Sawotratap, Jawa Timur, Indonesia",ID,ID08,-7.37051,112.735,10290609,4,"Desa Sawotratap, Jawa Timur, Indonesia",ID,ID08,-7.37051,112.735,10290609,20150101,http://wtaq.com/news/articles/2015/jan/02/weather-stalls-search-for-airasia-black-boxes-first-victim-buried/
330169642,20150101,201501,2015,2015.0027,,,,,,,,,,,IDN,INDONESIA,IDN,,,,,,,,0,14,14,1,1,0.0,10,1,10,5.49242424242424,0,,,,,,,1,Indonesia,ID,ID,-5.0,120.0,ID,1,Indonesia,ID,ID,-5.0,120.0,ID,20150101,http://www.tax-news.com/news/GCC_States_Must_Diversify_Their_Tax_Bases_Says_IMF____66863.html
330169644,20150101,201501,2015,2015.0027,,,,,,,,,,,IDN,SURABAYA,IDN,,,,,,,,0,20,20,2,1,3.0,2,2,2,1.85228919979803,0,,,,,,,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.2491699999999994,112.751,-2698521,4,"Jakarta, Jakarta Raya, Indonesia",ID,ID04,-6.17444,106.829,-2679652,20150101,http://mwcnews.net/news/asia-pacfic/48816-airasia-plane.html
330169645,20150101,201501,2015,2015.0027,,,,,,,,,,,IDN,SURABAYA,IDN,,,,,,,,0,20,20,2,1,3.0,28,4,28,2.5011843843893997,0,,,,,,,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.2491699999999994,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.2491699999999994,112.751,-2698521,20150101,http://onlineathens.com/national-news/2014-12-31/video-bad-weather-hobbles-indonesia-jet-recovery-7-bodies-found
